"","fiscal_period","region_product","sales_vol","year","month","apac","emea","la","na","fchem","fpoly","fchem_product","fpoly_product","pfa","region_code","region","value_to_USD","demand","oil_price","GDP","smi_avg","smi_std"
"294","2018P12","sales_vol_fpoly_la",4051930,2018,12,"0","0","1","0",0,1,0,4051930,"0","[0,0,1]","la",20.097902,NA,3.17,6213.008674,1167.34789473684,45.9836124890581
"295","2015P07","sales_vol_fpoly_na",2578109,2015,7,"0","0","0","1",0,1,0,2578109,"0","[0,0,0]","na",1,14.35,47.12,19686,660.795454545455,12.6246454838571
"296","2015P08","sales_vol_fpoly_na",2912551,2015,8,"0","0","0","1",0,1,0,2912551,"0","[0,0,0]","na",1,14.35,49.2,19686,619.077619047619,25.8398142223898
"297","2015P09","sales_vol_fpoly_na",3011585,2015,9,"0","0","0","1",0,1,0,3011585,"0","[0,0,0]","na",1,14.35,45.09,19686,605.460952380952,14.1203986858594
"298","2015P10","sales_vol_fpoly_na",2223048,2015,10,"0","0","0","1",0,1,0,2223048,"0","[0,0,0]","na",1,14.35,46.59,19686,643.825454545455,24.0925945404041
"299","2015P11","sales_vol_fpoly_na",2244818,2015,11,"0","0","0","1",0,1,0,2244818,"0","[0,0,0]","na",1,14.35,41.65,19686,662.7245,7.80557997103422
"300","2015P12","sales_vol_fpoly_na",4131481,2015,12,"0","0","0","1",0,1,0,4131481,"0","[0,0,0]","na",1,14.35,37.04,19686,672.488181818182,8.93516628478712
"301","2016P01","sales_vol_fpoly_na",3776443,2016,1,"0","0","0","1",0,1,0,3776443,"0","[0,0,0]","na",1,14.6,33.62,20166,602.928421052632,22.5803907709415
"302","2016P02","sales_vol_fpoly_na",3241456,2016,2,"0","0","0","1",0,1,0,3241456,"0","[0,0,0]","na",1,14.6,33.75,20166,596.7805,20.2187402582747
"303","2016P03","sales_vol_fpoly_na",5150284,2016,3,"0","0","0","1",0,1,0,5150284,"0","[0,0,0]","na",1,14.6,38.34,20166,658.052272727273,13.591735910653
"304","2016P04","sales_vol_fpoly_na",3797958,2016,4,"0","0","0","1",0,1,0,3797958,"0","[0,0,0]","na",1,14.6,45.92,20166,671.662380952381,5.93780338573273
"305","2016P05","sales_vol_fpoly_na",3745047,2016,5,"0","0","0","1",0,1,0,3745047,"0","[0,0,0]","na",1,14.6,49.1,20166,654.551904761905,22.1926633415297
"306","2016P06","sales_vol_fpoly_na",4528270,2016,6,"0","0","0","1",0,1,0,4528270,"0","[0,0,0]","na",1,14.6,48.33,20166,694.69,14.7182047947755
"307","2016P07","sales_vol_fpoly_na",4120345,2016,7,"0","0","0","1",0,1,0,4120345,"0","[0,0,0]","na",1,14.6,41.6,20166,725.4515,32.5559357147534
"308","2016P08","sales_vol_fpoly_na",3200823,2016,8,"0","0","0","1",0,1,0,3200823,"0","[0,0,0]","na",1,14.6,44.7,20166,784.219130434783,15.2831972241185
"309","2016P09","sales_vol_fpoly_na",3835024,2016,9,"0","0","0","1",0,1,0,3835024,"0","[0,0,0]","na",1,14.6,48.24,20166,801.167142857143,14.38694308839
"310","2016P10","sales_vol_fpoly_na",3599344,2016,10,"0","0","0","1",0,1,0,3599344,"0","[0,0,0]","na",1,14.6,46.86,20166,822.136666666667,10.8359034387232
"311","2016P11","sales_vol_fpoly_na",2445693,2016,11,"0","0","0","1",0,1,0,2445693,"0","[0,0,0]","na",1,14.6,49.44,20166,848.376666666667,31.5619418498503
"312","2016P12","sales_vol_fpoly_na",4805991,2016,12,"0","0","0","1",0,1,0,4805991,"0","[0,0,0]","na",1,14.6,53.72,20166,898.417142857143,26.4650768264249
"313","2017P01","sales_vol_fpoly_na",3400018,2017,1,"0","0","0","1",0,1,0,3400018,"0","[0,0,0]","na",1,15.32,52.81,21050,926.8525,17.3312221681596
"314","2017P02","sales_vol_fpoly_na",5720216,2017,2,"0","0","0","1",0,1,0,5720216,"0","[0,0,0]","na",1,15.32,54.01,21050,969.751052631579,8.79664196961093
"315","2017P03","sales_vol_fpoly_na",5285214,2017,3,"0","0","0","1",0,1,0,5285214,"0","[0,0,0]","na",1,15.32,50.6,21050,994.59,13.2156302088921
"316","2017P04","sales_vol_fpoly_na",3986851,2017,4,"0","0","0","1",0,1,0,3986851,"0","[0,0,0]","na",1,15.32,49.33,21050,993.981052631579,16.5475868985101
"317","2017P05","sales_vol_fpoly_na",4397592,2017,5,"0","0","0","1",0,1,0,4397592,"0","[0,0,0]","na",1,15.32,48.32,21050,1045.63181818182,30.2911723171343
"318","2017P06","sales_vol_fpoly_na",6019839,2017,6,"0","0","0","1",0,1,0,6019839,"0","[0,0,0]","na",1,15.32,46.04,21050,1085.08545454545,22.4222316818169
"319","2017P07","sales_vol_fpoly_na",3143721,2017,7,"0","0","0","1",0,1,0,3143721,"0","[0,0,0]","na",1,15.32,50.17,21050,1085.188,27.4927800282949
"320","2017P08","sales_vol_fpoly_na",5693881,2017,8,"0","0","0","1",0,1,0,5693881,"0","[0,0,0]","na",1,15.32,47.23,21050,1084.53565217391,11.0682296466003
"321","2017P09","sales_vol_fpoly_na",5843042,2017,9,"0","0","0","1",0,1,0,5843042,"0","[0,0,0]","na",1,15.32,51.67,21050,1132.5295,21.256843226297
"322","2017P10","sales_vol_fpoly_na",3079774,2017,10,"0","0","0","1",0,1,0,3079774,"0","[0,0,0]","na",1,15.32,54.38,21050,1218.88954545455,26.7582783767624
"323","2017P11","sales_vol_fpoly_na",4647934,2017,11,"0","0","0","1",0,1,0,4647934,"0","[0,0,0]","na",1,15.32,57.4,21050,1306.37714285714,19.5550456769748
"324","2017P12","sales_vol_fpoly_na",3709068,2017,12,"0","0","0","1",0,1,0,3709068,"0","[0,0,0]","na",1,15.32,60.42,21050,1253.1165,17.4883212985725
"325","2018P01","sales_vol_fpoly_na",4100907,2018,1,"0","0","0","1",0,1,0,4100907,"0","[0,0,0]","na",1,NA,64.73,22436.13577,1341.99095238095,31.0146020294896
"326","2018P02","sales_vol_fpoly_na",3599695,2018,2,"0","0","0","1",0,1,0,3599695,"0","[0,0,0]","na",1,NA,61.64,22436.13577,1313.36210526316,42.200207158384
"327","2018P03","sales_vol_fpoly_na",3639971,2018,3,"0","0","0","1",0,1,0,3639971,"0","[0,0,0]","na",1,NA,64.94,22436.13577,1386.32904761905,38.5581993750696
"328","2018P04","sales_vol_fpoly_na",1820395,2018,4,"0","0","0","1",0,1,0,1820395,"0","[0,0,0]","na",1,NA,68.57,22436.13577,1295.71,32.1875216504781
"329","2018P05","sales_vol_fpoly_na",3981069,2018,5,"0","0","0","1",0,1,0,3981069,"0","[0,0,0]","na",1,NA,67.04,22436.13577,1341.47227272727,43.7069303572719
"330","2018P06","sales_vol_fpoly_na",2878991,2018,6,"0","0","0","1",0,1,0,2878991,"0","[0,0,0]","na",1,NA,74.15,22436.13577,1389.08142857143,40.7761580198177
"331","2018P07","sales_vol_fpoly_na",3151052,2018,7,"0","0","0","1",0,1,0,3151052,"0","[0,0,0]","na",1,NA,68.76,22436.13577,1350.28571428571,19.1859551681506
"332","2018P08","sales_vol_fpoly_na",4518920,2018,8,"0","0","0","1",0,1,0,4518920,"0","[0,0,0]","na",1,NA,69.8,22436.13577,1368.66304347826,26.8979465986773
"333","2018P09","sales_vol_fpoly_na",4428794,2018,9,"0","0","0","1",0,1,0,4428794,"0","[0,0,0]","na",1,NA,73.25,22436.13577,1372.31842105263,15.8691777645843
"334","2018P10","sales_vol_fpoly_na",5736086,2018,10,"0","0","0","1",0,1,0,5736086,"0","[0,0,0]","na",1,NA,65.31,22436.13577,1257.22739130435,71.1182372862514
"335","2018P11","sales_vol_fpoly_na",4826234,2018,11,"0","0","0","1",0,1,0,4826234,"0","[0,0,0]","na",1,NA,50.93,22436.13577,1212.8180952381,24.730919638996
"336","2018P12","sales_vol_fpoly_na",5191078,2018,12,"0","0","0","1",0,1,0,5191078,"0","[0,0,0]","na",1,NA,45.41,22436.13577,1167.34789473684,45.9836124890581
